0,N,0,0,0
1429728612662882677,a,-0.0015843587,0.029340161,0.0139626525
1429728612667883446,a,-0.002055334,0.031750567,-0.021946203
1429728612672884215,a,-0.021735346,0.048694026,0.0017977349
1429728612677884984,a,-0.017520875,0.0053476235,0.07098647
1429728612682885753,a,-0.01945254,-0.0116945,0.05885324
1429728612687886522,a,-0.004804986,-0.028496457,0.015869334
1429728612692887291,a,-0.04364702,0.010306218,0.032273404
1429728612377874987,a,0.0032354835,0.03781871,0.04522863
1429728612382874987,a,5.557714E-4,0.02840748,0.013984904
1429728612387874987,a,0.020510862,-0.012445455,0.037972156
1429728612392874987,a,-0.02082024,-0.011668033,0.075591244
1429728612397874987,a,-0.007251703,0.0057809646,0.03284502
1429728612402874987,a,-0.012369035,0.021943817,0.018508144
1429728612407874987,a,0.015626425,0.025235679,0.009427985
1429728612412874987,a,0.008026296,0.03971036,0.04292993
1429728612417874987,a,-0.03445615,0.007712655,0.022821154
1429728612422874987,a,-0.06584743,0.013368165,-0.020771252
1429728612427874987,a,-0.06137944,0.037157707,0.09441915
1429728612432874987,a,-0.027075889,-0.007326555,0.030019958
1429728612437874987,a,-0.016402345,0.011478636,0.09499213
1429728612442874987,a,-0.025850575,0.006662783,0.020564385
1429728612447874987,a,-0.049427297,0.05376408,0.020509647
1429728612452874987,a,-0.050962366,0.054782834,-0.027394794
1429728612457874987,a,-0.065467805,0.023464132,0.008050747
1429728612462874987,a,-0.031529427,0.019054262,0.027746025
1429728612467874987,a,0.009692568,-0.0138933435,-0.002932092
1429728612472874987,a,0.018165132,0.041153595,-0.062251203
1429728612477874987,a,-0.012065521,0.034139175,0.01621092
1429728612482874987,a,0.0044260314,0.021016741,0.05470575
1429728612487874987,a,0.010163087,-0.021650987,0.032938022
1429728612492874987,a,0.0031745732,-0.0067836377,-0.0055341283
1429728612497874987,a,0.008615577,0.022774527,0.052246016
1429728612502874987,a,0.031729866,0.012953261,0.0789033
1429728612507874987,a,0.020078868,0.004436093,0.071460545
1429728612512874987,a,0.03248441,0.03470258,0.033578902
1429728612517874987,a,-0.012709742,0.012094561,0.047019087
1429728612522874987,a,0.01687732,0.018830137,0.0068584657
1429728612527874987,a,-0.015594848,0.04817948,0.090339586
1429728612532874987,a,-0.009197074,0.021522494,0.020957367
1429728612537874987,a,-0.03424417,0.019654058,-0.017792251
1429728612542874987,a,-0.0354631,0.035182144,0.054140527
1429728612547874987,a,-0.06862834,-0.005518268,0.05328001
1429728612552874987,a,-0.029686611,0.032628376,-0.03438154
1429728612557874987,a,-0.060153067,0.044180308,-0.0060739946
1429728612562874987,a,-0.047421593,-2.4440634E-4,0.06564948
1429728612567874987,a,-0.045370333,0.011367395,-0.056354873
1429728612572874987,a,4.2613238E-4,0.02599757,0.0138189765
1429728612577874987,a,-0.042344306,0.0045822076,0.010549526
1429728612582874987,a,0.0049692146,-0.009226943,-7.3343073E-4
1429728612587874987,a,-0.050366696,0.038017977,-0.022861646
1429728612592874987,a,-0.030796237,0.031858664,0.08757222
1429728612597874987,a,0.018765258,0.013688823,-0.057803165
1429728612602874987,a,-0.00757782,0.027312601,-0.019829767
1429728612607874987,a,0.022445524,0.042465564,0.10530461
1429728612612874987,a,0.03319401,-0.0060354206,0.11230859
1429728612617875756,a,-0.002374522,-0.018653866,-0.065581076
1429728612622876525,a,0.009618462,0.0034624154,-0.014929232
1429728612627877294,a,0.0063139554,0.02590991,-0.010028367
1429728612632878063,a,-0.0052979495,-0.0012715647,0.04465104
1429728612637878832,a,-0.00984352,0.039305992,0.05924439
1429728612642879601,a,-0.022320202,0.022329522,0.037357923
1429728612647880370,a,-0.056103908,0.013482341,0.07264586
1429728612652881139,a,-0.0014984924,0.018669179,0.009094799
1429728612657881908,a,-0.03740561,-0.023371836,0.044097614
1429728612982931893,a,0.025682656,0.014540596,0.016706632
1429728612987932662,a,-0.036180686,0.007706973,0.06590222
1429728612992933431,a,-0.02105967,0.012547158,-0.005644983
1429728612997934200,a,-0.012331088,0.0061998605,-0.015125678
1429728613002934969,a,-0.015639957,0.009948033,0.054291278
1429728613007935738,a,-0.01585947,-0.0035848112,0.003896724
1429728613012936507,a,-0.0042235553,0.010288577,0.028144946
1429728612697888060,a,-0.084840156,0.013755003,-0.001914365
1429728612702888829,a,-0.044621423,-0.019637309,0.027241137
1429728612707889598,a,-0.02762278,-4.1225526E-4,0.034855023
1429728612712890367,a,0.0011790833,-0.031504855,0.042285416
1429728612717891136,a,-0.04892411,0.03973792,-0.03703561
1429728612722891905,a,-0.029640296,-0.0067828936,0.0275892
1429728612727892674,a,-0.015705157,0.03499786,0.025744196
1429728612732893443,a,0.029570865,-0.04655973,0.061804462
1429728612737894212,a,0.020594431,0.045353074,0.083900616
1429728612742894981,a,-0.0254578,0.02760194,0.020735
1429728612747895750,a,0.002332856,0.012117706,0.08813251
1429728612752896519,a,0.03749001,0.03240347,0.09845342
1429728612757897288,a,-0.020586248,0.027386984,0.049550273
1429728612762898057,a,0.011785659,0.051664945,0.0981684
1429728612767898826,a,0.0113592595,-0.0021808515,-0.002819425
1429728612772899595,a,-0.016207507,0.048092946,-0.024451708
1429728612777900364,a,0.01540691,-0.013649455,0.07139431
1429728612782901133,a,-0.016191365,-0.008072671,0.039777037
1429728612787901902,a,-0.007677516,0.012255677,0.042468514
1429728612792902671,a,-0.0103024095,0.01631977,0.07119062
1429728612797903440,a,0.0014488014,-0.012602398,0.07356288
1429728612802904209,a,-0.03810155,-0.027099831,0.0057409815
1429728612807904978,a,-0.010608899,0.0134521695,0.0256662
1429728612812905747,a,-0.04817946,5.08682E-5,0.087194175
